processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
MXBRO037-11	CIBNOR 17685	2006403	17685	28_JE	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					J. Espinoza Gomez								M	S				Topotype Lepus californicus xanti		23.1902	-109.761			185				Mexico	Baja California Sur	Los Cabos	Santa Anita	Santa Anita									
MXBRO303-12	CIBNOR-18633.1	2664945	18633	3359_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas								F	S						31.648	-115.935			1083				Mexico	Baja California Sur	Agua Blanca	0.25 km S, 3.3 km W, Agua Blanca	0.25 km S, 3.3 km W, Agua Blanca									
MXTOP931-10	CIBNOR 13440	1561673	13440	185_JVP	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Jorge Vazquez Perez								M	S					WGS84	24.634	-110.741			5				Mexico	Baja California Sur	LA PAZ		10 km W, 33 km N San Juan de la Costa									
MXTOP934-10	CIBNOR 12491	1561676	12491	2064_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Mayra De la Paz Cuevas								M	S					WGS84	24.1431	-110.429			9				Mexico	Baja California Sur	LA PAZ		CIBNOR, La Paz									
NOMAM206-18	NHMO-DMA-847	9069732	NHMO-DMA-847	31	University of Oslo, Natural History Museum		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus			Jeroen Van Der Kooij		Linnaeus, 1758					Jeroen van der Kooij															60.1673	11.1516							Norway	Akershus	Ullensaker		Jessheim. Plantasje	3354769	http://www.boldsystems.org/pics/NOMAM/J_31_1+1526313192.jpg	Ventral			2018	CreativeCommons - Attribution Non-Commercial Share-Alike	University of Oslo, Natural History Museum	Gunnhild Marthinsen
NOMNW238-09	CIBNOR 15183	1162464	15183	725_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Consuelo Lorenzo M.							A	F	S				NOM-059 Lepus californicus magdalenae	NAD27	24.654	-112.148			5				Mexico	Baja California Sur			Isla Magdalena									
NOMNW282-09	CIBNOR 15183 duplicate	1163642	15183	725_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Consuelo Lorenzo M.							A	F	S				NOM-059 Lepus californicus magdalenae	NAD27	24.654	-112.148			5				Mexico	Baja California Sur			Isma Margarita									
PMBC031-11	CIBNOR-16461	1929498	16461	798_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						28.0786	-113.919			52				Mexico	Baja California Sur	Vizcaino	Vizcaino	14.5 km N, 14.5 km W Guerrero Negro									
PMBC042-11	CIBNOR-17691	1929509	17691	3139_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas							A	M	S						24.0545	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	Reforma Agraria	7 km S, 6 km W Reforma Agraria									
PMBC087-11	CIBNOR 18982	1929554	18982	1571_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						24.46	-111.844							Mexico	Baja California Sur	Isla Margarita	Isla Margarita	Isla Margarita									
TOPO006-09	CIBNOR 8669	1263425	8669	1146_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas							A	F	S						26.7738	-113.045			129				Mexico	Baja California Sur	Vizcaino	58 km N, 15 km W San Ignacio	Plain									
TOPO011-09	CIBNOR 891	1263430	891	2855_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Sergio Ticul Alvarez Castaneda							A	F	S						24.1376	-110.467			9				Mexico	Baja California Sur	Los Cabos	El Comitan, 17.5 km W La Paz	Desert									
TOPO017-09	CIBNOR 15507	1263436	15507	754_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						24.1667	-110.35			5				Mexico	Baja California Sur	Los Cabos	El Mogote 4 km N, 9 km E La Paz	Sandy bar									
TOPO024-09	CIBNOR 15217	1263443	15217	702_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						23.9326	-109.947			45				Mexico	Baja California Sur	Los Cabos	4.24 km S, 400 mts W Los Planes	Desert									
TOPO031-09	CIBNOR 15190	1263450	15190	730_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						25.5593	-111.271			265				Mexico	Baja California Sur	Magdalena	Ultima Agua	Valley									
TOPO032-09	CIBNOR 15191	1263451	15191	731_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						25.5593	-111.271			265				Mexico	Baja California Sur	Magdalena	Ultima Agua	Valley									
TOPO046-09	CIBNOR 15211	1263465	15211	701_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						23.9935	-109.982			21				Mexico	Baja California Sur	Los Cabos	5.38 km S, 0.52 mts La Ventana	Desert									
TOPO047-09	CIBNOR 15516	1263466	15516	748_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						23.6003	-110.351			35				Mexico	Baja California Sur	Los Cabos	18 km N, 11.5 km W Todos Santos	Desert									
TOPO095-09	CIBNOR 14509	1263514	14509	AGR_2887	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Anahid Gutierrez-Ramos							A	M	S						30.2936	-105.966			1432				Mexico	Chihuahua	Desierto Chihuahuense	El Veinticuatro	Desert									
TOPO096-09	CIBNOR 14510	1263515	14510	AGR_2851	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Anahid Gutierrez-Ramos							A	M	S						29.8205	-106.398			1626				Mexico	Chihuahua	Desierto Chihuahuense	El Gallego	Desert									
TOPO282-10	CIBNOR 25b	1620065	25	JE_25	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Jose Espinoza Gomez							A	M	S						23.19	-109.762			323				Mexico	Baja California Sur	Los Cabos	Santa Anita	Tropical deciduous forest									
TOPO685-12	CIBNOR-17670	2559646	17670	5357-STAC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Sergio Ticul Alvarez Castaneda								F							24.054	-110.976			10				Mexico	Baja California Sur			7 km S, 6 km W Reforma Agraria									
TOPO690-12	CIBNOR-18629	2559651	18629	218-JMHG	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis			Ticul Alvarez		Wagner, 1844					J.M.Hernandez-Gutierrez								F							31.5424	-115.8			992				Mexico		Baja California Norte	15 km N, 7 km W, Valle de la Trinidad	15 km N, 7 km W, Valle de la Trinidad									
TOPO700-12	UCMVZ-217996	2559661	217996	1-ESA	University of California, Berkeley, Museum of Vertebrate Zoology		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	470378	Lepus alleni			Eric S. Abelson		Mearns, 1890					Eric S. Abelson								M							38.632	-122.674			158				United States	California	Napa County		N bound of Hwy. 128, approx. 0.25 mi N of the junc									
GBCOC10023-23	OP089878	19750155					BOLD:ACQ0641	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648690	Lepus microtis																																	Unrecoverable													
GBCOC18626-23	OQ706684	19758758	MHNG 1959.002				BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																				46.2414	6.2689							Switzerland													
GBMA15317-17	KX882058	8456491	MGL-130	KX882058	Mined from GenBank, NCBI		BOLD:AAJ1380	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	142633	Lepus tolai					Pallas, 1778																				47.8506	107.08							Mongolia													
GBMA15328-17	KP735338	8456502	MVZ:218049	KP735338	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15329-17	KP735349	8456503	MVZ:18639	KP735349	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15335-17	KT308120	8456509	CIBMEX-LaPaz:14506	KT308120	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	470378	Lepus alleni					Mearns, 1890																																									
GBMA15340-17	KP735359	8456514	MVZ:15193	KP735359	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15351-17	KP735347	8456525	MVZ:2352	KP735347	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA1879-08	EU623451	859757	EU623451		Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22398-19	KP735342	9790068			Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA22490-19	KU250081	9790160			Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22493-19	KU250084	9790163			Mined from GenBank, NCBI		BOLD:ADW6318	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22497-19	KY211022	9790167			Mined from GenBank, NCBI		BOLD:ADW6318	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22498-19	KY211023	9790168			Mined from GenBank, NCBI		BOLD:ADW6318	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22517-19	KJ397612	9790187			Mined from GenBank, NCBI		BOLD:AEH4476	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																				20.4667	-10.4951	Coordinates from country centroid						Mauritania													
GBMA25141-19	KY786038	9792811			Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	89985	Lepus arcticus					Ross, 1819																																									
GBMA4669-13	HM233203	3578532	HM233203	HM233203	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4683-13	HM233189	3578546	HM233189	HM233189	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4697-13	HM233175	3578560	HM233175	HM233175	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4722-13	HM233150	3578585	HM233150	HM233150	Mined from GenBank, NCBI		BOLD:AAJ1380	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4728-13	HM233144	3578591	HM233144	HM233144	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4735-13	HM233137	3578598	HM233137	HM233137	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4742-13	HM233130	3578605	HM233130	HM233130	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4743-13	HM233129	3578606	HM233129	HM233129	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4745-13	HM233127	3578608	HM233127	HM233127	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4763-13	HM233107	3578626	HM233107	HM233107	Mined from GenBank, NCBI		BOLD:ACH3277	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666070	Lepus oiostolus																																														
GBMA4768-13	HM233102	3578631	HM233102	HM233102	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMA4774-13	HM233096	3578637	HM233096	HM233096	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMA4778-13	HM233092	3578641	HM233092	HM233092	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMNA12980-19	KJ397610	9630073		KJ397610	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	708184	Lepus granatensis																									40.365	-3.65163	Coordinates from country centroid						Spain													
GBMNA12985-19	GU937113	9630078		GU937113	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMND20020-21	MN175856	12797125		MN175856	Mined from GenBank, NCBI		BOLD:AEH4476	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	1069473	Lepus saharae																																	Morocco													
GBMNF2390-22	OL374041	15264821	AKT13	OL374041	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2398-22	OL374037	15264829	KS18	OL374037	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2403-22	OL374020	15264834	TX14	OL374020	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2425-22	OL374027	15264856	WQ9	OL374027	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMTG272-16	NC_004028	6958645		NC_004028	Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
MXBRO150-11	UCMVZ-218049	2006516	218049	143_JAC	University of California, Berkeley, Museum of Vertebrate Zoology			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			James L. Patton		Gray, 1837					Jessica A. Castillo									S						40.3469	-121.699			1307				United States	California	Tehama County	On Hwy 36, 10 mi E from E end of Paynes Creek (by road)	On Hwy 36, 10 mi E from E end of Paynes Creek (by									
MXBRO158-11	UCMVZ-223369	2006524	223369	330_JAC	University of California, Berkeley, Museum of Vertebrate Zoology		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			James L. Patton		Gray, 1837					Jessica A. Castillo								M	S						35.6597	-118.018			478				United States	California	Kern County	1.5 km E of Walker Pass on Highway 178	1.5 km E of Walker Pass on Highway 178									
MXBRO167-11	CIBNOR-17359	2006533	17359	791_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M								F	S						27.6106	-113.028			1187				Mexico	Baja California Sur	San Francisco de la Sierra	Palo de Rayo, Sierra de San Francisco	Palo de Rayo, Sierra de San Francisco									
MXBRO301-12	CIBNOR-17691.1	2664943	17691	3139_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas								M	S						24.055	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	7 km S, 6 km W Reforma Agraria	7 km S, 6 km W Reforma Agraria									
MXTOP935-10	CIBNOR 12728b	1561677	12728	445_ALTA	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Ana Trujano-Alvarez									S					WGS84	27.643	-113.386			47				Mexico	Baja California Sur	MULEGE		Vizcaino									
NOMNW480-15	CIBNOR 21322	6207172	21322	1793_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	535541	Lepus insularis			Ticul Alvarez	Morphology	W. Bryant, 1891		Vouchered:Registered Collection	muscle		Consuelo Lorenzo M							A	F	S				NOM-059 Lepus insularis	NAD27	24.4563	-110.307			8				Mexico	Baja California Sur			Playa La Bonanza, Isla Espiritu Santo									
PMBC037-11	CIBNOR 17667	1929504	17667	5353_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez							A	M	S						24.0545	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	Reforma Agraria	7 km S, 6 km W Reforma Agraria									
PMBC040-11	CIBNOR-17676	1929507	17676	5363_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez							A	M	S						24.0545	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	Reforma Agraria	9 km S, 6 km W Reforma Agraria									
PMBC090-11	CIBNOR 18979	1929557	18979	1568_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						24.46	-111.844							Mexico	Baja California Sur	Isla Margarita	Isla Margarita	Isla Margarita									
TOPO001-09	CIBNOR 12568	1263420	12568	5319_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Sergio Ticul Alvarez Castaneda							A		S						29.972	-115.235			516				Mexico		Baja California Norte	Cirios	Mision San Fernando, Desert									
TOPO002-09	CIBNOR 2352	1263421	2352	974_PCC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Patricia Cortes-Calva							A	M	S						29.934	-114.898			588				Mexico		Baja California Norte	Cirios	26 km N, 14 km W Catavina, Desert									
TOPO005-09	CIBNOR 8668	1263424	8668	1145_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas							A	F	S						26.7738	-113.045			129				Mexico	Baja California Sur	Vizcaino	58 km N, 15 km W San Ignacio	Plain									
TOPO009-09	CIBNOR 10894	1263428	10894	1524_AGR	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Anahid Gutierrez-Ramos							A	F	S						27.0742	-114.075			14				Mexico	Baja California Sur	Vizcaino	9 km S, 24.5 km E Bahia Asuncion	Plain									
TOPO014-09	CIBNOR 15214	1263433	15214	700_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						24.1083	-110.296			44				Mexico	Baja California Sur	Los Cabos	3.18 km S, 1.43 km E La Paz	Desert									
TOPO025-09	CIBNOR 15218	1263444	15218	720_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						23.9326	-109.947			45				Mexico	Baja California Sur	Los Cabos	4.24 km S, 400 mts W Los Planes	Desert									
TOPO033-09	CIBNOR 15192	1263452	15192	714_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection	Muscle		Consuelo Lorenzo Monterrubio							Adult	M	S	Desert				WGS84	25.4331	-111.94	GARMIN eTrex 10		7				Mexico	Baja California Sur	COMONDU		Maria Auxiliadora									
TOPO034-09	CIBNOR 15193	1263453	15193	715_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection	Muscle		Consuelo Lorenzo Monterrubio							Adult	F	S					WGS84	25.4331	-111.94	GARMIN eTrex 10		7				Mexico	Baja California Sur	COMONDU		Maria Auxiliadora									
TOPO037-09	CIBNOR 15196	1263456	15196	703_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						25.1941	-111.551			78				Mexico	Baja California Sur	Los Cabos	Ley Federal de Agua No. 4	Desert									
