processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBMTG5074-16	NC_024040	6963447		NC_024040	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMTG5075-16	NC_024041	6963448		NC_024041	Mined from GenBank, NCBI		BOLD:ADC8525	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	708185	Lepus townsendii																																														
HSY045-11	HY58	1964127		HY58	Smithsonian Institution, National Museum of Natural History		BOLD:ADX0892	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis			Hillary S. Young		Linnaeus, 1758					HS Young								M					LESA58		0.29	36.9			1650				Kenya		Laikipia Plateau		Mpala Research Centre									
MXBRO133-11	CIBNOR 17676.KD01	2006499	17676	5363_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez								M	S						24.0545	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	7 km S, 6 km W Reforma Agraria	7 km S, 6 km W Reforma Agraria									
MXBRO162-11	CIBNOR 16464.KD01	2006528	16464	770_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo								F	S						27.6106	-113.028			1187				Mexico	Baja California Sur	San Francisco de la Sierra	Palo de Rayo, Sierra de San Francisco	Palo de Rayo, Sierra de San Francisco									
MXBRO294-12	CIBNOR-16461.1	2664936	16461	798_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo								F	S						28.079	-113.919			52				Mexico		Baja California Norte	ENSENADA	14.5 km N, 14.5 km W Guerrero Negro									
MXBRO299-12	CIBNOR-17676.1	2664941	17676	5363_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez								M	S						24.055	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	7 km S, 6 km W Reforma Agraria	7 km S, 6 km W Reforma Agraria									
MXBRO306-12	CIBNOR-18642.1	2664948	18642	30_JMHG	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					J.M.Hernandez-Gutierrez								F	S						27.402	-109.019			9				Mexico	Baja California Sur	Guerrero Negro	Corral de Berrendos, 61 km S, 5 km W Guerrero Negro	Corral de Berrendos, 61 km S, 5 km W Guerrero Negr									
NOMNW249-09	CIBNOR 15223	1162475	15223	735_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M.							A		S				NOM-059 Lepus californicus sheldoni	NAD27	25.826	-111.214			16				Mexico	Baja California Sur			Parte Sur, Isla Carmen									
NOMNW481-15	CIBNOR 21323	6207173	21323	1794_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	535541	Lepus insularis			Ticul Alvarez	Morphology	W. Bryant, 1891		Vouchered:Registered Collection	muscle		Consuelo Lorenzo M							A	F	S				NOM-059 Lepus insularis	NAD27	24.4152	-110.329			74				Mexico	Baja California Sur			San Gabriel, Isla Espiritu Santo									
NOMNW482-15	CIBNOR 21324	6207174	21324	1797_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	535541	Lepus insularis			Ticul Alvarez	Morphology	W. Bryant, 1891		DNA/Tissue Vouchered Only	muscle		Consuelo Lorenzo M							A		S				NOM-059 Lepus insularis	NAD27	24.4559	-110.31	GPS 315 Magellan		8				Mexico	Baja California Sur			Playa La Bonanza, Isla Espiritu Santo									
PMBC035-11	CIBNOR-16463	1929502	16463	768_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						27.6106	-113.028			1187				Mexico	Baja California Sur	San Francisco de la Sierra	San Francisco de la Sierra	Palo de Rayo, Sierra de San Francisco									
PMBC036-11	CIBNOR-16464	1929503	16464	770_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						27.6106	-113.028			1187				Mexico	Baja California Sur	San Francisco de la Sierra	San Francisco de la Sierra	Palo de Rayo, Sierra de San Francisco									
PMBC044-11	CIBNOR 18631	1929511	18631	2040_PCC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Patricia Cortes-Calva							A	M	S						31.3555	-115.625			874				Mexico		Baja California Norte	Valle de la Trinidad	5 km S, 10 km E, Valle de la Trinidad									
PMBC045-11	CIBNOR-18633	1929512	18633	3359_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas							A	F	S						31.6478	-115.935			1083				Mexico		Baja California Norte	Agua Blanca	0.25 km S, 3.3 km W, Agua Blanca									
PMBC088-11	CIBNOR 18981	1929555	18981	1570_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						24.46	-111.844							Mexico	Baja California Sur	Isla Margarita	Isla Margarita	Isla Margarita									
SKMZM168-07	ZMMU 07AAL-066	639412	S-178803	07AAL-066	Zoological Museum of Moscow University		BOLD:ADW6318	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus			Andrey A. Lissovsky		Linnaeus, 1758					G. Zakharenko									S				Moscow		56.16	35.95							Russia	Moskovskaya Oblast	Volokolamskiy District	vicinity of Khrulevo										
TOPO015-09	CIBNOR 15505	1263434	15505	752_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						24.1667	-110.35			5				Mexico	Baja California Sur	Los Cabos	El Mogote 4 km N, 9 km E La Paz	Sandy bar									
TOPO018-09	CIBNOR 15508	1263437	15508	755_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						24.1667	-110.35			5				Mexico	Baja California Sur	Los Cabos	El Mogote 4 km N, 9 km E La Paz	Sandy bar									
TOPO027-09	CIBNOR 15511	1263446	15511	766_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						24.0881	-110.235			238				Mexico	Baja California Sur	Los Cabos	Km 7 carretra Los Planes	Desert									
TOPO035-09	CIBNOR 15194	1263454	15194	716_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection	Muscle		Consuelo Lorenzo Monterrubio							Adult	F	S					WGS84	25.4331	-111.94	GARMIN eTrex 10		7				Mexico	Baja California Sur	COMONDU		Maria Auxiliadora									
TOPO306-10	ECO-SC-M 1825	1620089	1825	CLM_538	El Colegio de la Frontera Sur		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis			Jorge E. Bolanos		Wagner, 1844					Consuelo Lorenzo M							A	M	S						16.221	-94.857			5				Mexico	Oaxaca	Juchitan	Laguna Quirio: 5 Km al E de Santa Maria del Mar	Bushes									
TOPO680-12	CIBNOR-8672	2559641	8672	5115-STAC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	470378	Lepus alleni			Ticul Alvarez		Mearns, 1890					Sergio Ticul Alvarez Castaneda								H							24.634	-110.741			5				Mexico	Baja California Sur			10 km W, 33 km N San Juan de la Costa									
TOPO686-12	CIBNOR-17674	2559647	17674	5361-STAC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis			Ticul Alvarez		Wagner, 1844					Sergio Ticul Alvarez Castaneda								F							24.054	-110.976			10				Mexico	Baja California Sur			7 km S, 6 km W Reforma Agraria									
ABMCP020-07	HLC-17183	678905		HLC-17183	Centre for Biodiversity Genomics		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus			Alex V. Borisenko		Pallas, 1778					A.V.Borisenko, N.V.Ivanova									S		duplicate: HLC-17183_NGS			roadkil	43.6553	-80.4434			354				Canada	Ontario	Wellington Co.	2.5 km SSW of Elora	roadside near ravine									
CICA018-22	SNMC20	15259098		SK809	Slovak National Museum, Natural History Museum		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus			Martin Secansky	morphology	Pallas, 1778		To Be Vouchered:Holdup/Private			M. Secansky										urban area					48.5632	18.1426			190				Slovakia	Nitra	Topolcany	Topolcany	Tovarniky									
GBMA15320-17	KP735375	8456494	MVZ:15211	KP735375	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15324-17	KP735374	8456498	MVZ:17680	KP735374	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15325-17	KP735356	8456499	MVZ:15190	KP735356	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15338-17	KT308121	8456512	MVZ:204183	KT308121	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	708393	Lepus americanus																																														
GBMA15339-17	KP735362	8456513	MVZ:15196	KP735362	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15345-17	KP735371	8456519	MVZ:15505	KP735371	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15350-17	KP735358	8456524	MVZ:15189	KP735358	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA22383-19	KP993123	9790053			Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	708183	Lepus coreanus																																														
GBMA22386-19	KU759786	9790056			Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA22400-19	KP735354	9790070			Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA22492-19	KU250083	9790162			Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22501-19	KY211026	9790171			Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA4672-13	HM233200	3578535	HM233200	HM233200	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666074	Lepus sinensis																																														
GBMA4676-13	HM233196	3578539	HM233196	HM233196	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666074	Lepus sinensis																																														
GBMA4680-13	HM233192	3578543	HM233192	HM233192	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4686-13	HM233186	3578549	HM233186	HM233186	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4696-13	HM233176	3578559	HM233176	HM233176	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4718-13	HM233154	3578581	HM233154	HM233154	Mined from GenBank, NCBI		BOLD:AAJ1380	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4725-13	HM233147	3578588	HM233147	HM233147	Mined from GenBank, NCBI		BOLD:ACH3127	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4746-13	HM233126	3578609	HM233126	HM233126	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4747-13	HM233125	3578610	HM233125	HM233125	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4753-13	HM233118	3578616	HM233118	HM233118	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4758-13	HM233112	3578621	HM233112	HM233112	Mined from GenBank, NCBI		BOLD:ACH4074	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666071	Lepus comus																																														
GBMA4764-13	HM233106	3578627	HM233106	HM233106	Mined from GenBank, NCBI		BOLD:ACH3277	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666070	Lepus oiostolus																																														
GBMIN41985-14	HG763831	5108418		HG763831	Mined from GenBank, NCBI		BOLD:ACQ4223	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648657	Lepus peguensis																																														
GBMNA12976-19	JQ219662	9630069		JQ219662	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMND20018-21	MN175855	12797123			Mined from GenBank, NCBI		BOLD:AEH4476	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	1069473	Lepus saharae																																	Morocco													
GBMNF2414-22	OL374014	15264845	TX25	OL374014	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2419-22	OL374028	15264850	WQ10	OL374028	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2423-22	OL374025	15264854	WQ7	OL374025	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMTG4216-16	NC_025316	6962589		NC_025316	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666074	Lepus sinensis																																														
MXBRO121-11	CIBNOR 18642.KD01	2006487	18642	30_JMHG	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					J.M.Hernandez-Gutierrez								F	S						27.4017	-109.019			9				Mexico	Baja California Sur	Guerrero Negro	Corral de Berrendos, 61 km S, 5 km W Guerrero Negro	Corral de Berrendos, 61 km S, 5 km W Guerrero Negr									
MXBRO124-11	CIBNOR 18627.KD01	2006490	18627	3357_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas								M	S						31.5424	-115.8			992				Mexico		Baja California Norte	15 km N, 7 km W, Valle de la Trinidad	15 km N, 7 km W, Valle de la Trinidad									
MXBRO125-11	CIBNOR 18633.KD01	2006491	18633	3359_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas								F	S						31.6478	-115.935			1083				Mexico	Baja California Sur	Agua Blanca	0.25 km S, 3.3 km W, Agua Blanca	0.25 km S, 3.3 km W, Agua Blanca									
MXBRO146-11	UCMVZ-217996	2006512	217996	1_ESA	University of California, Berkeley, Museum of Vertebrate Zoology			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			James L. Patton		Gray, 1837					Eric S. Abelson								M	S						38.6324	-122.674			456				United States	California	Napa County	N bound of Hwy. 128, approx. 0.25 mi N of the junction of Franz Valley Rd. and Hwy. 128	N bound of Hwy. 128, approx. 0.25 mi N of the junc									
MXBRO166-11	CIBNOR 18639.KD01	2006532	18639	2049_PCC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Patricia Cortes-Calva								F	S						29.5317	-114.313			457				Mexico	Baja California Sur	Calamajue	13 km S, 10 km E, Calamajue	13 km S, 10 km E, Calamajue									
MXBRO172-11	CIBNOR 17674.KD01	2006538	17674	5361_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez								F	S						24.0545	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	7 km S, 6 km W Reforma Agraria	7 km S, 6 km W Reforma Agraria									
MXBRO298-12	CIBNOR-17674.1	2664940	17674	5361_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez								F	S						24.055	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	7 km S, 6 km W Reforma Agraria	7 km S, 6 km W Reforma Agraria									
MXBRO304-12	CIBNOR-18639.1	2664946	18639	2049_PCC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Patricia Cortes-Calva								F	S						29.532	-114.313			457				Mexico	Baja California Sur	Calamajue	13 km S, 10 km E, Calamajue	13 km S, 10 km E, Calamajue									
MXTOP913-10	CIBNOR 14479	1561655	14479	410_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis			Ticul Alvarez		Wagner, 1844					Consuelo Lorenzo M								F	S						16.3694	-94.6463			48				Mexico	Oaxaca	Itsmo	2.3 km E de Huamuchil										
NOMNW250-09	CIBNOR 15222	1162476	15222	734_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M.							A		S				NOM-059 Lepus californicus sheldoni	NAD27	25.826	-111.214			16				Mexico	Baja California Sur			Parte Sur, Isla Carmen									
NOMNW483-15	CIBNOR 21337	6207175	21337	1798_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	535541	Lepus insularis			Ticul Alvarez	Morphology	W. Bryant, 1891		DNA/Tissue Vouchered Only	muscle		Consuelo Lorenzo M							A		S				NOM-059 Lepus insularis	NAD27	24.4559	-110.31	GPS 315 Magellan		8				Mexico	Baja California Sur			Playa La Bonanza, Isla Espiritu Santo									
PMBC034-11	CIBNOR 16462	1929501	16462	767_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						27.6106	-113.028			1187				Mexico	Baja California Sur	San Francisco de la Sierra	San Francisco de la Sierra	Palo de Rayo, Sierra de San Francisco									
TOPO008-09	CIBNOR 12570	1263427	12570	5317_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Sergio Ticul Alvarez Castaneda							A		S						28.732	-114.108			129				Mexico		Baja California Norte	Cirios	83 km N Guerrero Negro, Plain									
TOPO013-09	CIBNOR 15213	1263432	15213	745_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						24.1392	-110.437			20				Mexico	Baja California Sur	Los Cabos	2.5 km S, 12.2 km W La Paz	Desert									
TOPO023-09	CIBNOR 15216	1263442	15216	699_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						23.9326	-109.947			45				Mexico	Baja California Sur	Los Cabos	4.24 km S, 400 mts W Los Planes	Desert									
TOPO056-09	CIBNOR 5491	1263475	5491	169_LEMM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Luis Enrique Murillo M.							A	F	S						25.1311	-111.724			41				Mexico	Baja California Sur	Los Cabos	km 218 carretera Transpeninsular	Desert									
TOPO087-09	CIBNOR 2869	1263506	2869	STAC_3348	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Sergio Ticul Alvarez Castaneda							A	F	S						27.5899	-113.092			1187				Mexico	Baja California Sur	Vizcaino	San Francisco de la Sierra	Mountain range									
TOPO090-09	CIBNOR 8671	1263509	8671	MTA_74	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Montserrat Torres-Abrego							A	M	S						27.5899	-113.092			1187				Mexico	Baja California Sur	Vizcaino	San Francisco de la Sierra	Mountain range									
TOPO107-09	CNMA 40827	1263526	40827	FAC_1615	Universidad Nacional Autonoma de Mexico, Instituto de Biologia		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Fernando A. Cervantes		Gray, 1837					F. A. Cervantes								M	S						27.3925	-112.325			71				Mexico	Baja California Sur	Mulege	Rancho Las Virgenes, Mulege	Mountain range									
TOPO108-09	CIBNOR 15205	1263527	15205	CLM_712	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						25.1941	-111.551			78				Mexico	Baja California Sur	Los Cabos	Ley Federal de Agua No. 4	Desert									
TOPO681-12	CIBNOR-8676	2559642	8676	5120-STAC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	470378	Lepus alleni			Ticul Alvarez		Mearns, 1890					Sergio Ticul Alvarez Castaneda								M							24.634	-110.741			5				Mexico	Baja California Sur			10 km W, 33 km N San Juan de la Costa									
